NACA 4409 Airfoil M=4.0% P=40.0% T=9.0%
  1.000125  0.000937
  0.999882  0.000995
  0.999152  0.001171
  0.997936  0.001463
  0.996236  0.001871
  0.994052  0.002393
  0.991387  0.003028
  0.988244  0.003774
  0.984624  0.004628
  0.980532  0.005587
  0.975970  0.006650
  0.970943  0.007812
  0.965456  0.009071
  0.959514  0.010421
  0.953121  0.011860
  0.946285  0.013382
  0.939010  0.014984
  0.931304  0.016661
  0.923174  0.018408
  0.914627  0.020219
  0.905671  0.022090
  0.896315  0.024015
  0.886567  0.025989
  0.876436  0.028006
  0.865933  0.030061
  0.855066  0.032148
  0.843846  0.034261
  0.832283  0.036395
  0.820389  0.038544
  0.808175  0.040702
  0.795652  0.042863
  0.782833  0.045022
  0.769730  0.047173
  0.756354  0.049311
  0.742721  0.051430
  0.728841  0.053524
  0.714730  0.055588
  0.700400  0.057618
  0.685866  0.059606
  0.671141  0.061549
  0.656241  0.063442
  0.641180  0.065279
  0.625973  0.067056
  0.610634  0.068768
  0.595179  0.070411
  0.579624  0.071980
  0.563983  0.073472
  0.548273  0.074882
  0.532508  0.076206
  0.516706  0.077441
  0.500882  0.078584
  0.485052  0.079631
  0.469231  0.080580
  0.453437  0.081427
  0.437685  0.082170
  0.421990  0.082808
  0.406370  0.083337
  0.390730  0.083745
  0.375118  0.083981
  0.359627  0.084040
  0.344274  0.083922
  0.329076  0.083629
  0.314049  0.083164
  0.299210  0.082529
  0.284575  0.081728
  0.270160  0.080764
  0.255981  0.079642
  0.242054  0.078368
  0.228393  0.076946
  0.215014  0.075383
  0.201931  0.073685
  0.189158  0.071859
  0.176709  0.069912
  0.164598  0.067852
  0.152837  0.065686
  0.141439  0.063424
  0.130416  0.061073
  0.119779  0.058643
  0.109540  0.056141
  0.099708  0.053578
  0.090293  0.050962
  0.081305  0.048302
  0.072753  0.045607
  0.064645  0.042887
  0.056988  0.040149
  0.049790  0.037403
  0.043057  0.034657
  0.036795  0.031920
  0.031010  0.029198
  0.025706  0.026499
  0.020888  0.023831
  0.016560  0.021200
  0.012724  0.018612
  0.009384  0.016072
  0.006542  0.013586
  0.004199  0.011158
  0.002357  0.008792
  0.001016  0.006491
  0.000177  0.004258
 -0.000162  0.002093
  0.000000  0.000000
  0.000655 -0.001995
  0.001797 -0.003863
  0.003422 -0.005606
  0.005528 -0.007223
  0.008113 -0.008715
  0.011171 -0.010083
  0.014699 -0.011328
  0.018693 -0.012452
  0.023147 -0.013456
  0.028055 -0.014342
  0.033413 -0.015112
  0.039214 -0.015769
  0.045450 -0.016316
  0.052116 -0.016755
  0.059204 -0.017089
  0.066705 -0.017323
  0.074613 -0.017459
  0.082919 -0.017502
  0.091614 -0.017456
  0.100690 -0.017325
  0.110137 -0.017113
  0.119947 -0.016827
  0.130110 -0.016470
  0.140615 -0.016049
  0.151454 -0.015569
  0.162616 -0.015035
  0.174090 -0.014453
  0.185867 -0.013829
  0.197935 -0.013170
  0.210284 -0.012482
  0.222903 -0.011771
  0.235780 -0.011044
  0.248905 -0.010306
  0.262265 -0.009566
  0.275849 -0.008828
  0.289645 -0.008100
  0.303642 -0.007387
  0.317826 -0.006697
  0.332186 -0.006035
  0.346709 -0.005407
  0.361382 -0.004820
  0.376192 -0.004278
  0.391127 -0.003787
  0.406249 -0.003346
  0.421575 -0.002913
  0.436982 -0.002480
  0.452455 -0.002050
  0.467978 -0.001626
  0.483537 -0.001210
  0.499118 -0.000806
  0.514704 -0.000417
  0.530282 -0.000043
  0.545836  0.000313
  0.561350  0.000648
  0.576811  0.000962
  0.592202  0.001252
  0.607509  0.001518
  0.622717  0.001759
  0.637811  0.001975
  0.652776  0.002164
  0.667596  0.002326
  0.682259  0.002462
  0.696748  0.002572
  0.711049  0.002656
  0.725149  0.002715
  0.739033  0.002749
  0.752687  0.002759
  0.766097  0.002747
  0.779250  0.002713
  0.792133  0.002659
  0.804732  0.002586
  0.817035  0.002496
  0.829029  0.002391
  0.840702  0.002271
  0.852041  0.002139
  0.863036  0.001996
  0.873675  0.001843
  0.883946  0.001684
  0.893840  0.001518
  0.903346  0.001348
  0.912454  0.001176
  0.921154  0.001002
  0.929438  0.000829
  0.937297  0.000658
  0.944722  0.000490
  0.951706  0.000327
  0.958241  0.000169
  0.964320  0.000019
  0.969937 -0.000124
  0.975087 -0.000257
  0.979762 -0.000381
  0.983959 -0.000494
  0.987673 -0.000595
  0.990900 -0.000684
  0.993636 -0.000760
  0.995879 -0.000823
  0.997626 -0.000873
  0.998875 -0.000908
  0.999625 -0.000930
  0.999875 -0.000937
